speaker,text,emotion,empathy_score,active_listening_score,clear_communication_score,patience_score,source,condition
caregiver,Could you explain what is the outlook for gerstmann's syndrome?,neutral,3,3,4,3,train_csv,general
elder,"In adults, many of the symptoms diminish over time.  Although it has been suggested that in children symptoms may diminish over time, it appears likely that most children probably do not overcome thei...",neutral,3,3,3,3,train_csv,general
caregiver,Could you explain what research (or clinical trials) is being done for gerstmann's syndrome?,neutral,3,3,4,3,train_csv,general
elder,The NINDS supports research on disorders that result from damage to the brain such as dysgraphia.  The NINDS and other components of the National Institutes of Health also support research on learning...,neutral,3,3,3,3,train_csv,mobility
caregiver,Could you explain what are the treatments for whiplash?,neutral,3,3,4,3,train_csv,general
elder,"Treatment for individuals with whiplash may include pain medications, nonsteroidal anti-inflammatory drugs, antidepressants, muscle relaxants, and a cervical collar (usually worn for 2 to 3 weeks).  R...",neutral,3,3,3,3,train_csv,dementia
caregiver,I'd like to understand what is the outlook for whiplash?,neutral,3,3,4,3,train_csv,general
elder,"Generally, prognosis for individuals with whiplash is good.  The neck and head pain clears within a few days or weeks",neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what research (or clinical trials) is being done for whiplash?,neutral,3,3,4,3,train_csv,general
elder,The NINDS conducts and supports research on trauma-related disorders such as whiplash.  Much of this research focuses on increasing scientific understanding of these disorders and finding ways to prev...,neutral,3,3,3,3,train_csv,mobility
caregiver,Help me learn about what is the outlook for tardive dyskinesia?,neutral,3,3,4,3,train_csv,general
elder,"Symptoms of tardive dyskinesia may remain long after discontinuation of neuroleptic drugs.  In many cases, the symptoms stop spontaneously, but in some cases they may persist indefinitely",neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what research (or clinical trials) is being done for tardive dyskinesia?,neutral,3,3,4,3,train_csv,general
elder,The NINDS conducts and supports a broad range of research on movement disorders including tardive dyskinesia.  The goals of this research are to improve understanding of these disorders and to discove...,neutral,3,3,3,3,train_csv,mobility
caregiver,Can you tell me about what are the treatments for isaacs' syndrome?,neutral,3,3,4,3,train_csv,general
elder,"Anticonvulsants, including phenytoin and carbamazepine, usually provide significant relief from the stiffness, muscle spasms, and pain associated with Isaacs' syndrome.  Plasma exchange may provide sh...",neutral,3,3,3,3,train_csv,diabetes
caregiver,Can you tell me about what is the outlook for isaacs' syndrome?,neutral,3,3,4,3,train_csv,general
elder,There is no cure for Isaacs' syndrome.  The long-term prognosis for individuals with the disorder is uncertain,neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what research (or clinical trials) is being done for isaacs' syndrome?,neutral,3,3,4,3,train_csv,general
elder,"The NINDS supports an extensive research program of basic studies to increase understanding of diseases that affect the brain, spinal cord, muscles, and nerves.  This research examines the genetics, s...",neutral,3,3,3,3,train_csv,mobility
caregiver,Could you explain what is (are) learning disabilities?,neutral,3,3,4,3,train_csv,general
elder,"Learning disabilities are disorders that affect the ability to understand or use spoken or written language, do mathematical calculations, coordinate movements, or direct attention.  Although learning...",neutral,3,3,3,3,train_csv,mobility
caregiver,I'd like to understand what is the outlook for learning disabilities?,neutral,3,3,4,3,train_csv,general
elder,"Learning disabilities can be lifelong conditions.  In some people, several overlapping learning disabilities may be apparent",neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what research (or clinical trials) is being done for learning disabilities?,neutral,3,3,4,3,train_csv,general
elder,The National Institute of Neurological Disorders and Stroke (NINDS) and other Institutes of the National Institutes of Health (NIH) support research learning disabilities through grants to major resea...,neutral,3,3,3,3,train_csv,mobility
caregiver,Can you tell me about what is the outlook for spasticity?,neutral,3,3,4,3,train_csv,general
elder,The prognosis for those with spasticity depends on the severity of the spasticity and the associated disorder(s). ,neutral,3,3,3,3,train_csv,general
caregiver,Could you explain what research (or clinical trials) is being done for spasticity?,neutral,3,3,4,3,train_csv,general
elder,The NINDS supports research on brain and spinal cord disorders that can cause spasticity.  The goals of this research are to increase scientific understanding about these disorders and to find ways to...,neutral,3,3,3,3,train_csv,mobility
caregiver,Help me learn about what are the treatments for prosopagnosia?,neutral,3,3,4,3,train_csv,general
elder,The focus of any treatment should be to help the individual with prosopagnosia develop compensatory strategies.  Adults who have the condition as a result of stroke or brain trauma can be retrained to...,neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what research (or clinical trials) is being done for prosopagnosia?,neutral,3,3,4,3,train_csv,general
elder,"The National Institute of Neurological Disorders and Stroke (NINDS) conducts research related to prosopagnosia in its laboratories at the National Institutes of Health (NIH), and also supports additio...",neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what are the treatments for lesch-nyhan syndrome?,neutral,3,3,4,3,train_csv,general
elder,Treatment for LNS is symptomatic.  Gout can be treated with allopurinol to control excessive amounts of uric acid,neutral,3,3,3,3,train_csv,diabetes
caregiver,Can you tell me about what is the outlook for lesch-nyhan syndrome?,neutral,3,3,4,3,train_csv,general
elder,The prognosis for individuals with LNS is poor.  Death is usually due to renal failure in the first or second decade of life,neutral,3,3,3,3,train_csv,general
caregiver,Could you explain what research (or clinical trials) is being done for lesch-nyhan syndrome?,neutral,3,3,4,3,train_csv,general
elder,The gene associated with LNS is known.  The NINDS supports and conducts research on genetic disorders such as LNS in an effort to find ways to prevent and treat these disorders,neutral,3,3,3,3,train_csv,general
caregiver,Help me learn about what are the treatments for lambert-eaton myasthenic syndrome?,neutral,3,3,4,3,train_csv,general
elder,"There is no cure for LEMS.  Treatment is directed at decreasing the autoimmune response (through the use of steroids, plasmapheresis, or high-dose intravenous immunoglobulin) or improving the transmis...",neutral,3,3,3,3,train_csv,general
caregiver,Could you explain what is the outlook for lambert-eaton myasthenic syndrome?,neutral,3,3,4,3,train_csv,general
elder,The prognosis for individuals with LEMS varies.  Those with LEMS not associated with malignancy have a benign overall prognosis,neutral,3,3,3,3,train_csv,general
caregiver,Could you explain what research (or clinical trials) is being done for lambert-eaton myasthenic syndrome?,neutral,3,3,4,3,train_csv,general
elder,"The NINDS supports research on neuromuscular disorders such as LEMS with the ultimate goal of finding ways to treat, prevent, and cure them. ",neutral,3,3,3,3,train_csv,general
caregiver,Could you explain what are the treatments for swallowing disorders?,neutral,3,3,4,3,train_csv,general
elder,"Changing a person's diet by adding thickeners helps many people, as does learning different ways to eat and chew that reduce the risk for aspiration.  Occasionally drug therapy that helps the neurolog...",neutral,3,3,3,3,train_csv,diabetes
caregiver,I'd like to understand what research (or clinical trials) is being done for swallowing disorders?,neutral,3,3,4,3,train_csv,general
elder,The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes at the National Institutes of Health conduct research related to dysphagia in their clinics and laboratories an...,neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what research (or clinical trials) is being done for post-polio syndrome?,neutral,3,3,4,3,train_csv,general
elder,"The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes of the National Institutes of Health (NIH) conduct research related to PPS in laboratories at the NIH, and also...",neutral,3,3,3,3,train_csv,general
caregiver,I'd like to understand what are the treatments for absence of the septum pellucidum?,neutral,3,3,4,3,train_csv,general
elder,Absence of the SP alone is not a disorder but is instead a characteristic noted in children with septo-optic dysplasia or other developmental anomalies. ,neutral,3,3,3,3,train_csv,general
caregiver,Can you tell me about what is the outlook for absence of the septum pellucidum?,neutral,3,3,4,3,train_csv,general
elder,"When the absence of the septum pellucidum is part of septo-optic dysplasia, the prognosis varies according to the presence and severity of associated symptoms.  By itself, absence of the septum pelluc...",neutral,3,3,3,3,train_csv,general
caregiver,"How are you feeling today, Margaret?",neutral,3,4,4,3,synthetic_elder_care,general
elder,I'm a bit confused today. Where did I put my glasses?,confused,2,3,4,3,synthetic_elder_care,dementia
caregiver,Let me help you find them. They're right here on the table.,helpful,3,4,4,3,synthetic_elder_care,general
elder,Oh thank you! I get so worried when I can't find things.,grateful,2,3,4,3,synthetic_elder_care,dementia
caregiver,It's completely normal to feel that way. You're doing just fine.,empathy,3,4,4,3,synthetic_elder_care,general
caregiver,Have you taken your medication this morning?,neutral,2,4,4,3,synthetic_elder_care,general
elder,I think so... or was that yesterday? I can't remember.,confused,2,3,4,3,synthetic_elder_care,dementia
caregiver,That's okay. Let's check your pill organizer together.,patient,2,4,4,4,synthetic_elder_care,general
elder,You're so kind to help me. I feel lost sometimes.,grateful,4,3,4,3,synthetic_elder_care,dementia
caregiver,You're not lost. I'm here to help you every step of the way.,supportive,3,4,4,3,synthetic_elder_care,general
caregiver,"Robert, how have your blood sugar levels been?",neutral,2,4,4,3,synthetic_elder_care,general
elder,They've been running high lately. I checked and it was 190 this morning.,worried,2,3,4,3,synthetic_elder_care,diabetes
caregiver,That is concerning. Have you been following your meal plan?,empathy,2,4,4,3,synthetic_elder_care,general
elder,"I try to, but I sometimes forget to count the carbs.",frustrated,2,3,4,3,synthetic_elder_care,diabetes
caregiver,Let's work together to make a simpler tracking system.,helpful,2,4,4,3,synthetic_elder_care,general
caregiver,Did you remember to check your feet today?,neutral,2,4,4,3,synthetic_elder_care,general
elder,"Yes, but I found a small cut. Should I be worried?",concerned,2,3,4,3,synthetic_elder_care,diabetes
caregiver,Let's take a look and clean it properly together.,supportive,2,4,4,3,synthetic_elder_care,general
elder,I appreciate you taking care of me like this.,grateful,3,3,4,3,synthetic_elder_care,diabetes
caregiver,Your health is important to me. We'll monitor it closely.,caring,2,4,4,3,synthetic_elder_care,general
caregiver,"Eleanor, how has walking been for you today?",neutral,2,4,4,3,synthetic_elder_care,general
elder,I'm using my walker more. I'm so afraid of falling.,worried,2,3,4,3,synthetic_elder_care,mobility
caregiver,Using your walker is smart. It keeps you safe and independent.,encouraging,2,4,4,3,synthetic_elder_care,general
elder,I feel like such a burden. I used to be so active.,sad,3,3,4,3,synthetic_elder_care,mobility
caregiver,You're not a burden. You're adapting and that takes strength.,empathy,2,4,4,3,synthetic_elder_care,general
caregiver,Would you like to try some gentle exercises today?,neutral,2,4,4,3,synthetic_elder_care,general
elder,"I'd like to, but I worry about losing my balance.",worried,2,3,4,3,synthetic_elder_care,mobility
caregiver,We'll go very slowly and I'll be right beside you.,patient,2,4,4,4,synthetic_elder_care,general
elder,Thank you for being so understanding about my limitations.,grateful,3,3,4,3,synthetic_elder_care,mobility
caregiver,"They're not limitations, they're just adaptations.",supportive,2,4,4,3,synthetic_elder_care,general
